date,country,href,tite
2003-07-29,Middle East and North Africa,/en/documents/mde24/028/2003/es/,SIRIA   Posible preso de conciencia/ riesgo de tortura y malos tratos / detención en régimen de incomunicación / preocupación médica
2003-07-29,Sudan,/en/documents/afr54/066/2003/es/,SUDAN. Temor por la seguridad / temor de tortura o malos tratos / detención en régimen de incomunicación
2003-07-29,Middle East and North Africa,/en/documents/mde24/028/2003/fr/,SYRIE. CRAINTES DE TORTURE ET DE MAUVAIS TRAITEMENTS / PRISONNIER D'OPINION PRÉSUMÉ / DÉTENTION AU SECRET / PRÉOCCUPATIONS POUR LA SANTÉ.
2003-07-29,Sudan,/en/documents/afr54/065/2003/fr/,SOUDAN. DÉTENTION AU SECRET / CRAINTES DE TORTURE OU DE MAUVAIS TRAITEMENTS.
2003-07-29,Americas,/en/documents/amr51/109/2003/en/,"USA (Indiana): Further information on Death penalty / Legal concern, Darnell Williams"
2003-07-29,Americas,/en/documents/amr51/109/2003/fr/,ÉTATS-UNIS (INDIANA). PEINE DE MORT / PRÉOCCUPATIONS D?ORDRE JURIDIQUE.
2003-07-29,Americas,/en/documents/amr51/109/2003/es/,EE. UU. (Indiana). Pena de muerte / preocupación jurídica
2003-07-29,Indonesia,/en/documents/asa21/037/2003/en/,Indonesia: Further information on Fear for Safety
2003-07-28,Indonesia,/en/documents/asa21/036/2003/es/,INDONESIA. Temor por la seguridad
2003-07-28,Indonesia,/en/documents/asa21/036/2003/en/,Indonesia: Further information on Fear for safety
2003-07-28,Indonesia,/en/documents/asa21/036/2003/fr/,"INDONÉSIE (ACEH). CRAINTES POUR LA SÉCURITÉ.sar (h), 20 ans ; Zainal Abidin (h), 22 ans ; Iskandar (h), 23 ansersonnes déplacées à l?intérieur de leur pays : Pak Harun (h), 48 ans ; Muliadi (h), 24 ans"
2003-07-24,Burundi,/en/documents/afr16/012/2003/fr/,"BURUNDI. CRAINTES DE MAUVAIS TRAITEMENTS ET DE TORTURE., employé de garage ; Onésphore Ndayitwayeko (h), commerçant de Kayogoro, dans la province de Makamba ; Luc Ndikuriyo (h) ; Pétronile Banyekazo (f), l?épouse de Luc Ndikuriyo le sexe ; Nduwayo (h"
2003-07-24,Myanmar,/en/documents/asa16/021/2003/es/,"MYANMAR. Temor por la seguridad / Posible ""desaparición"""
2003-07-24,Americas,/en/documents/amr51/106/2003/es/,EE. UU. Preocupación jurídica / pena de muerte
2003-07-24,Eritrea,/en/documents/mde19/016/2003/fr/,"LIBYE. CRAINTES DE RENVOI FORCÉ / CRAINTES POUR LA SÉCURITÉ / CRAINTES DE TORTURE., nom de famille inconnu ;"
2003-07-24,Burundi,/en/documents/afr16/012/2003/es/,BURUNDI . Temor de tortura o malos tratos
2003-07-24,Myanmar,/en/documents/asa16/021/2003/en/,"Myanmar: Further information on Fear for safety/possible ""disappearance"""
2003-07-24,Burundi,/en/documents/afr16/012/2003/en/,Burundi: Fear of ill-treatment and torture
2003-07-24,Myanmar,/en/documents/asa16/021/2003/fr/,"MYANMAR. CRAINTES POUR LA SÉCURITÉ / « DISPARITIONS » PRÉSUMÉES.bérées : 91 personnes parmi lesquelles des députés, des moines, des médecins, des juristes, des photographes et des étudiants"
2003-07-24,Americas,/en/documents/amr23/052/2003/es/,COLOMBIA. Temor por la seguridad
2003-07-24,Eritrea,/en/documents/mde19/016/2003/en/,Libya: Forcible return / fear for safety / fear of torture
2003-07-24,Americas,/en/documents/amr51/106/2003/fr/,"ÉTATS-UNIS. PRÉOCCUPATIONS D?ORDRE JURIDIQUE / PEINE DE MORT.res ressortissants d?autres pays que les États-Unis, dont on ignore l?identité et la nationalité"
2003-07-24,Eritrea,/en/documents/mde19/016/2003/es/,LIBIA. Devolución / temor por la seguridad / temor de tortura
2003-07-24,Americas,/en/documents/amr23/052/2003/fr/,COLOMBIE. CRAINTES POUR LA SÉCURITÉ.
2003-07-24,Americas,/en/documents/amr51/106/2003/en/,USA: Further information on Legal concern / Death penalty
2003-07-24,Americas,/en/documents/amr23/052/2003/en/,Colombia: Fear for safety
2003-07-23,Middle East and North Africa,/en/documents/mde24/027/2003/es/,SIRIA.  Preocupación médica/Preso de conciencia
2003-07-23,Haiti,/en/documents/amr36/006/2003/fr/,HAÏTI. TORTURE ET MAUVAIS TRAITEMENTS / PRÉOCCUPATIONS POUR LA SANTÉ.
2003-07-23,Africa,/en/documents/afr57/009/2003/es/,TOGO. Temor de tortura / presos de conciencia
2003-07-23,Viet Nam,/en/documents/asa17/031/2003/en/,China: Further information on Possible disappearanc/Incommunicado detention/Fear for Safety
2003-07-23,Haiti,/en/documents/amr36/006/2003/en/,Haiti:  Torture/Ill-treatment/Medical concern
2003-07-23,Africa,/en/documents/afr57/009/2003/en/,Togo: Further information on Fear of torture/Prisoners of Conscience (POCs)
2003-07-23,Viet Nam,/en/documents/asa17/031/2003/fr/,CHINE. « DISPARITIONS » PRÉSUMÉES / DÉTENTION AU SECRET / CRAINTES POUR LA SÉCURITÉ / PROCÈS INÉQUITABLE.
2003-07-23,Haiti,/en/documents/amr36/006/2003/es/,HAITI. Tortura / malos tratos / preocupación médica
2003-07-23,Middle East and North Africa,/en/documents/mde24/027/2003/en/,"Syria: Medical Concern/Prisoner of Conscience -  Mamun    al-Humsi (m), aged 47"
2003-07-23,Viet Nam,/en/documents/asa17/031/2003/es/,CHINA. Juicio injusto
2003-07-23,Middle East and North Africa,/en/documents/mde24/027/2003/fr/,SYRIE. PRÉOCCUPATIONS POUR LA SANTÉ / PRISONNIER D'OPINION.
2003-07-23,Africa,/en/documents/afr57/009/2003/fr/,TOGO. CRAINTES DE TORTURE / PRISONNIERS D?OPINION.
2003-07-22,Sudan,/en/documents/afr54/063/2003/fr/,SOUDAN. CRAINTES POUR LA SÉCURITÉ / CRAINTES DE TORTURE OU DE MAUVAIS TRAITEMENTS /
2003-07-22,India,/en/documents/asa20/020/2003/en/,India:  Fear of torture/Fear for safety
2003-07-22,Middle East and North Africa,/en/documents/mde24/026/2003/en/,"Syria: Further information on Fear of                      torture/incommunicado detention/detention without         charge/possible prisoner of conscience, 'Abdel Rahman     Shaghouri"
2003-07-22,India,/en/documents/asa20/020/2003/es/,INDIA. Riesgo de tortura / temor por la seguridad
2003-07-22,Americas,/en/documents/amr51/105/2003/fr/,"ÉTATS-UNIS. PEINE DE MORT. Bobby Wayne Swisher (h), blanc, 27 ans"
2003-07-22,India,/en/documents/asa20/020/2003/fr/,INDE. CRAINTES DE TORTURE / CRAINTES POUR LA SÉCURITÉ.
2003-07-22,Sudan,/en/documents/afr54/063/2003/es/,SUDÁN. Temor por la seguridad / temor de tortura o malos tratos / detención en régimen de incomunicación / preocupación por la salud
2003-07-22,Americas,/en/documents/amr51/105/2003/es/,"EE. UU. (Virginia). Bobby Wayne Swisher, blanco, de 27 años de edad"
2003-07-22,Sudan,/en/documents/afr54/064/2003/en/,Sudan: Fear for safety/ Fear of torture and ill-treatment
2003-07-22,Sudan,/en/documents/afr54/064/2003/fr/,SOUDAN. CRAINTES POUR LA SÉCURITÉ / CRAINTES DE TORTURE ET DE MAUVAIS TRAITEMENTS.
2003-07-22,Sudan,/en/documents/afr54/063/2003/en/,Further information on Fear for safety / fear of torture or ill-treatment / incommunicado detention / medical concern
2003-07-22,United States of America,/en/documents/amr51/105/2003/en/,USA (Virginia): Further Information on: Death penalty - Bobby Wayne Swisher.
2003-07-22,Middle East and North Africa,/en/documents/mde24/026/2003/fr/,SYRIE. CRAINTES DE TORTURE / DÉTENTION AU SECRET / DÉTENTION SANS INCULPATION
2003-07-22,Middle East and North Africa,/en/documents/mde24/026/2003/es/,SIRIA.  Temor de tortura/detención en régimen de incomunicación/detención sin cargos. Nuevo motivo de preocupación: Juicio injusto/ Preso de conciencia
2003-07-22,Sudan,/en/documents/afr54/064/2003/es/,SUDÁN. Temor por la seguridad / Temor de tortura o malos tratos
2003-07-21,Middle East and North Africa,/en/documents/mde24/025/2003/fr/,"SYRIE. DÉTENTION AU SECRET / DÉTENTION SANS INCULPATION / CRAINTES DE TORTURE OU DE MAUVAIS TRAITEMENTS.ammad Ahmad Qashush (h), 52 ans ; personnes libérées :"
2003-07-21,Middle East and North Africa,/en/documents/mde24/025/2003/es/,SIRIA. Detención en régimen de incomunicación/detención sin cargos/temor de tortura o malos tratos
2003-07-21,Americas,/en/documents/amr37/012/2003/en/,Honduras: Further information on Fear for safety/Death threats
2003-07-21,Americas,/en/documents/amr37/012/2003/fr/,HONDURAS. CRAINTES POUR LA SÉCURITÉ / MENACES DE MORT.re et militant écologiste ainsi que les autres militants écologistes du département d?Olancho
2003-07-21,Americas,/en/documents/amr37/012/2003/es/,HONDURAS. Temor por la seguridad / amenazas de muerte
2003-07-21,Middle East and North Africa,/en/documents/mde24/025/2003/en/,Syria: Further information on Incommunicado detention/detention without charge/fear of torture or ill-treatment.
2003-07-20,Middle East and North Africa,/en/documents/mde15/060/2003/en/,"Israel:Further information on Fear of torture and ill-treatment/detention without charge, 'Abd al-Nasser Quzmar"
2003-07-20,Middle East and North Africa,/en/documents/mde15/060/2003/es/,ISRAEL.  Temor de tortura y malos tratos/detención sin cargos.Tortura y malos tratos
2003-07-20,Middle East and North Africa,/en/documents/mde15/060/2003/fr/,ISRAËL. CRAINTES DE TORTURE ET DE MAUVAIS TRAITEMENTS / DÉTENTION SANS INCULPATION
2003-07-18,Sudan,/en/documents/afr54/062/2003/fr/,SOUDAN. CRAINTES POUR LA SÉCURITÉ / DÉTENTION AU SECRET / PRISONNIERS D?OPINION PRÉSUMÉS.
2003-07-18,Sudan,/en/documents/afr54/061/2003/fr/,SOUDAN. CRAINTES POUR LA SÉCURITÉ / CRAINTES DE TORTURE OU DE MAUVAIS TRAITEMENTS /Groupe soudanais de défense des droits humains
2003-07-18,Sudan,/en/documents/afr54/061/2003/en/,Sudan: Further Action on Fear for safety/Fear of torture or ill-treatment/Incommunicado detention/Prisoner of conscience
2003-07-18,Sudan,/en/documents/afr54/062/2003/es/,SUDÁN. Temor por la seguridad / detención en régimen de incomunicación / posibles presos de conciencia
2003-07-18,Sudan,/en/documents/afr54/061/2003/es/,SUDÁN. Temor por la seguridad / temor de tortura o malos tratos / detención en régimen de incomunicación / preso de conciencia
2003-07-18,Sudan,/en/documents/afr54/062/2003/en/,Sudan: Fear for safety/incommunicado detention/possible          prisoners of conscience
2003-07-17,Mexico,/en/documents/amr41/028/2003/es/,MÉXICO. Temor de tortura y malos tratos / preocupación jurídica / amenazas
2003-07-17,Mexico,/en/documents/amr41/028/2003/en/,Mexico: Fear of torture and ill-treatment /legal concern/ threats
2003-07-17,Mexico,/en/documents/amr41/028/2003/fr/,Mexique. Craintes de torture et de mauvais traitements /  préoccupations d'ordre juridique / menaces.
2003-07-16,China,/en/documents/asa33/008/2003/en/,"Pakistan: Possible ""disappearance""/ Fear of forcible return"
2003-07-16,Turkey,/en/documents/eur44/020/2003/fr/,"TURQUIE. PRISONNIERS D'OPINION. Sevim Yetkiner (f), militante en faveur des droits humains"
2003-07-16,Iran,/en/documents/mde13/023/2003/es/,"IRÁN. Temor por la seguridad, detención en régimen de incomunicación y riesgo de tortura y malos tratos"
2003-07-16,Iran,/en/documents/mde13/023/2003/en/,Iran: Further information on Fear for safety/Incommunicado detention/Risk of torture and ill-treatment
2003-07-16,Iran,/en/documents/mde13/023/2003/fr/,"IRAN. CRAINTES POUR LA SÉCURITÉ / DÉTENTION AU SECRET / CRAINTES DE TORTURE ET DE MAUVAIS TRAITEMENTS.udiant ; Mehdi Habibi (h), dirigeant étudiant"
2003-07-16,Tunisia,/en/documents/mde30/019/2003/es/,TÚNEZ. Temor de tortura y detención en régimen de incomunicación
2003-07-16,Turkey,/en/documents/eur44/020/2003/es/,TURQUÍA. Presos de conciencia
2003-07-16,India,/en/documents/asa20/019/2003/en/,"India: Fear for safety/""disappearance""/ill-treatment, Mohammad Hussain Ashraf"
2003-07-16,India,/en/documents/asa20/019/2003/fr/,INDE. CRAINTES POUR LA SÉCURITÉ / « DISPARITION » / MAUVAIS TRAITEMENTS.
2003-07-16,Tunisia,/en/documents/mde30/019/2003/en/,"Tunisia: Further information on Fear of torture/Incommunicado detention, Mohammed ben Hedi Naouar"
2003-07-16,China,/en/documents/asa33/008/2003/es/,"PAKISTÁN.  Posible ""desaparición"" / Temor de devolución"
2003-07-16,China,/en/documents/asa33/008/2003/fr/,PAKISTAN. « DISPARITIONS » PRÉSUMÉES / CRAINTES DE RENVOIS FORCÉS.
2003-07-16,India,/en/documents/asa20/019/2003/es/,"INDIA. Temor por la seguridad / ""Desaparición"" / Malos tratos"
2003-07-16,Turkey,/en/documents/eur44/020/2003/en/,Turkey: Prisoners of conscience
2003-07-16,Tunisia,/en/documents/mde30/019/2003/fr/,TUNISIE. CRAINTES DE TORTURE / DÉTENTION AU SECRET.
2003-07-15,Americas,/en/documents/amr46/015/2003/fr/,"PÉROU. MENACES DE MORT / CRAINTES POUR LA SÉCURITÉ. Andrés Béjar Torreblanca (h), propriétaire de la station de radio Constelación ; Franklin Béjar Miranda (h), autre propriétaire de la station de radio Constelación ; o Sicuani"
2003-07-15,Africa,/en/documents/afr47/009/2003/en/,"Rwanda: Further Information on Fear for safety/possible prisoner of conscience/detention without charge, Augustin Butorano (also known as Nkuba)"
2003-07-15,Sudan,/en/documents/afr54/060/2003/en/,Sudan: Further information on Fear for safety /fear of torture or ill-treatment/ incommunicado detention. New concern: medical concern
2003-07-15,Americas,/en/documents/amr46/015/2003/en/,Peru: Death threats/Fear for safety
2003-07-15,Algeria,/en/documents/amr51/103/2003/es/,Detención en régimen de incomunicación / temor de malos tratos
2003-07-15,Africa,/en/documents/afr47/009/2003/fr/,RWANDA. CRAINTES POUR LA SÉCURITÉ / PRISONNIER D'OPINION PRÉSUMÉ / DÉTENTION SANS INCULPATION.
2003-07-15,Sudan,/en/documents/afr54/060/2003/fr/,SOUDAN. CRAINTES POUR LA SÉCURITÉ / CRAINTES DE TORTURE OU DE MAUVAIS TRAITEMENTS / DÉTENTION AU SECRET / PRÉOCCUPATIONS POUR LA SANTÉ. quatre membres de l?ethnie nouba : Ramadan Ismail (h) ; )
2003-07-15,Sudan,/en/documents/afr54/060/2003/es/,SUDAN.Temor por la seguridad / temor de tortura o malos tratos / detención en régimen de incomunicación / preocupación por la salud
2003-07-15,Algeria,/en/documents/amr51/103/2003/fr/,ÉTATS-UNIS. DÉTENTION AU SECRET / CRAINTES DE MAUVAIS TRAITEMENTS.
2003-07-15,Americas,/en/documents/amr46/015/2003/es/,PERÚ. Amenazas de muerte / temor por la seguridad
2003-07-15,Africa,/en/documents/afr47/009/2003/es/,RUANDA. Temor por la seguridad / posible preso de conciencia / detención sin cargos
2003-07-15,Algeria,/en/documents/amr51/103/2003/en/,"America: Incommunicado detention / Fear of ill-treatment, Adil al-Jazeeri"
2003-07-14,Pakistan,/en/documents/asa33/007/2003/fr/,PAKISTAN. CRAINTES POUR LA SÉCURITÉ Nouveau sujet de préoccupation : PROCÈS INIQUE.r (h)
2003-07-14,Pakistan,/en/documents/asa33/007/2003/es/,Temor por la seguridad. Nueva preocupación: Juicio injusto
2003-07-14,Iran,/en/documents/mde13/021/2003/es/,Tortura y malos tratos. Nuevos motivos de preocupación: Temor por la seguridad y preocupación médica
2003-07-14,Sudan,/en/documents/afr54/059/2003/fr/,"SOUDAN. CRAINTES POUR LA SÉCURITÉ / CRAINTES DE TORTURE OU DE MAUVAIS TRAITEMENTS / DÉTENTION AU SECRET. El Fadil Adam Mohammed Ahmed Noorein (h), 30 ans"
2003-07-14,Sudan,/en/documents/afr54/059/2003/es/,SUDÁN. Temor por la seguridad / temor de tortura o malos tratos / detención en régimen de incomunicación
2003-07-14,Myanmar,/en/documents/asa16/018/2003/fr/,"MYANMAR. CRAINTES POUR LA SÉCURITÉ / DÉTENTION AU SECRET / CRAINTES DE TORTURE OU DE MAUVAIS TRAITEMENTS. Dix défenseurs des droits humains, notamment des responsables de la National League for Democracy (NLD, Ligue nationale pour la démocratie) et d"
2003-07-14,Myanmar,/en/documents/asa16/018/2003/es/,MYANMAR.Temor por la seguridad / Detención en régimen de incomunicación / Temor de tortura o malos tratos
2003-07-14,Iran,/en/documents/mde13/021/2003/fr/,"IRAN. TORTURE / MAUVAIS TRAITEMENTS Nouveaux sujets de préoccupation :  CRAINTES POUR LA SÉCURITÉ / PRÉOCCUPATIONS POUR LA SANTÉ. Simin Mohammadi (f), étudiante, 22 ans"
2003-07-14,Iran,/en/documents/mde13/021/2003/en/,"Iran: Further Information on ""Disappearance"" / torture / ill-treatment, Manuchehr Mohammadi"
2003-07-14,Sudan,/en/documents/afr54/059/2003/en/,"Sudan: Fear for safety/fear of torture or ill-treatment/incommunicado detention, El Fadil Adam Mohammed Ahmed Noorein"
2003-07-14,Myanmar,/en/documents/asa16/018/2003/en/,Myanmar: Further information on Fear for safety/Incommunicado detention/Fear of torture or ill-treatment
2003-07-14,Pakistan,/en/documents/asa33/007/2003/en/,Pakistan: Further information on Fear for safety
2003-07-13,Sri Lanka,/en/documents/asa37/002/2003/es/,SRI LANKA.Temor por la seguridad / Temor de tortura
2003-07-13,Americas,/en/documents/amr13/011/2003/es/,Argentina: Temor por la seguridad / amenazas de muerte
2003-07-13,Americas,/en/documents/amr13/011/2003/en/,"Argentina:  Further information on Fear for Safety/Death threats, Clara Britos."
2003-07-13,Sri Lanka,/en/documents/asa37/002/2003/en/,Sri Lanka: Fear for safety/ fear of torture
2003-07-13,Sri Lanka,/en/documents/asa37/002/2003/fr/,SRI LANKA. CRAINTES POUR LA SÉCURITÉ / CRAINTES DE TORTURE.
2003-07-13,Americas,/en/documents/amr13/011/2003/fr/,ARGENTINE. CRAINTES POUR LA SÉCURITÉ / MENACES DE MORT.
2003-07-10,Iraq,/en/documents/mde16/014/2003/en/,Jordan: Fear of imminent execution / Torture / Unfair trial
