date,country,href,tite
2002-04-28,Sri Lanka,/en/documents/asa37/009/2002/es/,SRI LANKA.Temor por la seguridad y niños soldados
2002-04-28,United States of America,/en/documents/amr51/065/2002/fr/,"ÉTATS-UNIS (MARYLAND) : Wesley Eugene Baker (h), noir, 44 ans"
2002-04-28,Sri Lanka,/en/documents/asa37/009/2002/en/,"Sri Lanka: Fear for Safety/ Hostage-taking, K V           Sithamparapillai."
2002-04-25,Tunisia,/en/documents/mde30/009/2002/en/,Tunisia: Further information on Fear of torture / Possible arrests/ Possible prisoners   of conscience
2002-04-25,Americas,/en/documents/amr34/029/2002/en/,Guatemala: Intimidation/Fear of safety
2002-04-25,Americas,/en/documents/amr34/029/2002/es/,GUATEMALA. Intimidación y temor por la seguridad
2002-04-25,Tunisia,/en/documents/mde30/009/2002/es/,"TÚNEZ.Temor de tortura, posibles detenciones y posibles presos de conciencia"
2002-04-25,Americas,/en/documents/amr34/029/2002/fr/,"GUATÉMALA : les membres de l'Unidad de Izquierda Democrática (UNID, Union de la gauche démocratique) ; les membres de Desarrollo Integral Auténtico (DIA, Développement intégral authentique)"
2002-04-25,Tunisia,/en/documents/mde30/009/2002/fr/,TUNISIE : Hamma Hammami (h) ; Abdeljabbar Madouri (h) ; Samir Taamallah (h) ; Ammar Amroussia (h)
2002-04-24,Thailand,/en/documents/asa39/002/2002/fr/,THAÏLANDE : au moins 20 personnes sous le coup dune condamnation à mort
2002-04-24,Eritrea,/en/documents/afr64/004/2002/fr/,"ÉRYTHRÉE : Yosef Mohamed Ali (h), rédacteur en chef de Tsigenay ; Amanuel Asrat (h), rédacteur en chef de Zemen (Temps) ; Seyoum Tsehaye (h), photographe éditeur indépendant, ancien directeur de la télévision publique érythréenne ; Temesgen Gebr"
2002-04-24,China,/en/documents/asa33/011/2002/en/,Pakistan: Fear of forcible return/Fear for safety. Fear   of torture/ill-treatment.
2002-04-24,Americas,/en/documents/amr34/028/2002/fr/,"GUATÉMALA : Rigoberto Pérez Garrido (h), prêtre"
2002-04-24,United States of America,/en/documents/amr51/064/2002/en/,USA  (Missouri): Further information on Death penalty/Legal concern
2002-04-24,United States of America,/en/documents/amr51/064/2002/es/,EE.UU.  Pena de muerte y preocupación jurídica
2002-04-24,United States of America,/en/documents/amr51/064/2002/fr/,"ÉTATS-UNIS (MISSOURI) : Christopher Simmons (h), blanc, 25 ans"
2002-04-24,Eritrea,/en/documents/afr64/004/2002/es/,Eritrea: Further information on    Fear for safety
2002-04-24,China,/en/documents/asa33/011/2002/es/,"Pakistan. Temor de devolución, temor por la seguridad, temor de tortura y malos tratos"
2002-04-24,Americas,/en/documents/amr34/028/2002/es/,GUATEMALA.  Amenazas de muerte y temor por la seguridad
2002-04-24,China,/en/documents/asa33/011/2002/fr/,"PAKISTAN  : Elham Tohtam (h), 30 ans ; Ablitip Abdul Kadir (h), 30 ans ; et peut-être un autre homme"
2002-04-24,Liberia,/en/documents/afr34/005/2002/fr/,"LIBÉRIA : Tiawon Gongloe (h), avocat spécialisé dans la défense des droits humains"
2002-04-24,Americas,/en/documents/amr34/028/2002/en/,Guatemala: Death threats/fear for safety
2002-04-24,Liberia,/en/documents/afr34/005/2002/es/,LIBERIA. Tortura y temor por la seguridad
2002-04-24,Liberia,/en/documents/afr34/005/2002/en/,"Liberia: Torture/Fear for safety, Tiawon Gongloe."
2002-04-24,Eritrea,/en/documents/afr64/004/2002/en/,Eritrea: Further information on Fear for safety
2002-04-24,Thailand,/en/documents/asa39/002/2002/es/,TAILANDIA.  Temor de ejecución inminente
2002-04-24,Thailand,/en/documents/asa39/002/2002/en/,Thailand: Fear of imminent execution
2002-04-23,Americas,/en/documents/amr23/044/2002/fr/,COLOMBIE : Edwin Orlando Salázar Mosquera
2002-04-23,Americas,/en/documents/amr23/044/2002/en/,"Colombia: Fear for safety / Possible disappearance, Edwin Orlando Salázar Mosquera."
2002-04-23,Tunisia,/en/documents/mde30/008/2002/en/,Tunisia: Health Concern.
2002-04-23,Algeria,/en/documents/mde28/012/2002/en/,Algeria: Further information on possible 'disappearance'/Incommunicado Detention/Fear of torture or ill-treatment
2002-04-23,Americas,/en/documents/amr23/044/2002/es/,COLOMBIA. Temor por la seguridad y posible «desaparición».Edwin Orlando Salázar Mosquera
2002-04-23,Algeria,/en/documents/mde28/012/2002/es/,"Argelia. Posible «desaparición», detención en régimen de incomunicación y temor de tortura o malos tratos"
2002-04-23,Tunisia,/en/documents/mde30/008/2002/fr/,"TUNISIE : Mourad Boughanmi (h), 32 ans ; Mondher Bejaoui (h), 42 ans ; Jalel Mabrouk (h), 40 ans ; Mohamed Hedi Khedimi (h), 33 ans ; Tewfiq Ben Faraj Fatnassi (h), 42 ans"
2002-04-23,Algeria,/en/documents/mde28/012/2002/fr/,"ALGÉRIE : Abdelkrim Khider (h), 34 ans ; Fateh Ladada (h), 30 ans"
2002-04-23,Tunisia,/en/documents/mde30/008/2002/es/,Túnez.  Preocupación por la salud
2002-04-22,Middle East and North Africa,/en/documents/mde24/012/2002/es/,Siria.  Temor de «desaparición» y temor de tortura
2002-04-22,Egypt,/en/documents/mde12/015/2002/fr/,"ÉGYPTE : Al Sharif Hassan Saad (h), 37 ans ; Ussama Farag Allah (h), 40 ans"
2002-04-22,Africa,/en/documents/afr62/006/2002/es/,"REPÚBLICA DEMOCRÁTICA DEL CONGO Y RUANDA.Tortura y malos tratos y condiciones de reclusión crueles, inhumanas y degradantes"
2002-04-22,Bosnia and Herzegovina,/en/documents/mde12/015/2002/en/,"Egypt: Further information on forcible return / Risk of torture, Al-Sharif Hassan Saad, Ussama Farag Allah"
2002-04-22,Bangladesh,/en/documents/asa13/006/2002/en/,Bangladesh: Further information on Torture
2002-04-22,Venezuela,/en/documents/amr53/004/2002/fr/,"VÉNÉZUÉLA : Liliana Ortega (f), présidente du Comité de Familiares de Victimas del 27 de Febrero (COFAVIC, Comité des parents des victimes des événements du 27 février) ; les autres membres du COFAVIC"
2002-04-22,Americas,/en/documents/amr23/043/2002/fr/,COLOMBIE : Ofidia Sánchez (f) ; Eulises Trejo (h) ; la population de San José de Apartadó ; Personnes tuées : Reynel de Jesús Alvarez (h) ; Osiel Montoya (h) ; Gonzalo Trejo (h)
2002-04-22,Bangladesh,/en/documents/asa13/006/2002/fr/,"BANGLADESH : hauts responsables  du principal parti d'opposition du Bangladesh, l'Awami League (Ligue Awami) : Bahauddin Nasim (h) ; Mohiuddin Alamgir (h)"
2002-04-22,Venezuela,/en/documents/amr53/004/2002/en/,Venezuela: Death threats/fear for safety
2002-04-22,Eritrea,/en/documents/afr64/003/2002/fr/,"ÉRYTHRÉE : Ali Mohamed Saleh (h), 63 ans, fonctionnaire du ministère des Affaires étrangères"
2002-04-22,Africa,/en/documents/afr62/006/2002/fr/,"RÉPUBLIQUE DÉMOCRATIQUE DU CONGO / RWANDA : Muhombo Mirimo (h), 15 ans ; Munihire Mirimo (h) ; Muhima Kamayole (h) ; Floribert Mirimo (h) ; un nombre indéterminé d'autres détenus ; Personne décédée : Weteshe Mahindule (h), âgé d'une soixantaine"
2002-04-22,Americas,/en/documents/amr23/043/2002/en/,Colombia: Further information on fear for safety/Abduction
2002-04-22,Middle East and North Africa,/en/documents/mde24/012/2002/en/,"Syria: Fear of ""disappearance""/Fear of torture:Nawras Husain al-Ramadan (m), teacher, aged 58"
2002-04-22,Middle East and North Africa,/en/documents/mde24/012/2002/fr/,"SYRIE : Nawras Husain al Ramadan (h), 58 ans, enseignant"
2002-04-22,Venezuela,/en/documents/amr53/004/2002/es/,"VENEZUELA. Amenazas de muerte y temor por la seguridad. Liliana Ortega, presidenta del Comité de Familiares de Victimas del 27 de Febrero (COFAVIC) . Otros miembros de COFAVIC"
2002-04-22,Eritrea,/en/documents/afr64/003/2002/en/,"Eritrea: ""Disappearance"", Ali Mohamed Saleh (m), aged 63, Ministry   of Foreign Affairs official"
2002-04-22,Eritrea,/en/documents/afr64/003/2002/es/,"ERITREA.  Desaparición. Ali Mohamed Saleh, de 63 años, funcionario del Ministerio de Asuntos Exteriores"
2002-04-22,Africa,/en/documents/afr62/006/2002/en/,"Democratic Republic of Congo: Torture and ill-treatment / cruel, inhuman and degrading conditions of detention"
2002-04-22,Americas,/en/documents/amr23/043/2002/es/,COLOMBIA.Temor por la seguridad y secuestro
2002-04-22,Bosnia and Herzegovina,/en/documents/mde12/015/2002/es/,Egipto.   Devolución y riesgo de tortura
2002-04-22,Bangladesh,/en/documents/asa13/006/2002/es/,Bangladesh.  Tortura y temor por la seguridad
2002-04-21,Africa,/en/documents/afr62/005/2002/fr/,"RÉPUBLIQUE DÉMOCRATIQUE DU CONGO : Nsii Luanda Shandwe (h), défenseur des droits humains"
2002-04-21,United States of America,/en/documents/amr51/062/2002/fr/,"ÉTATS-UNIS (TENNESSEE) : Abu Ali Abdur Rahman (h), noir, 51 ans"
2002-04-21,Africa,/en/documents/afr62/005/2002/es/,Detención sin cargos y preso de conciencia
2002-04-21,Africa,/en/documents/afr38/002/2002/es/,Mauritania. Detención en régimen de incomunicación y temor de malos tratos
2002-04-21,United States of America,/en/documents/amr51/062/2002/es/,EE.UU. Pena de muerte y preocupación jurídica.
2002-04-21,Africa,/en/documents/afr38/002/2002/en/,Mauritania: Further information on Incommunicado detention / fear of ill-treatment
2002-04-21,China,/en/documents/asa31/033/2002/fr/,"NÉPAL : Kheyum Whashim Ali (h), également connu sous le nom de Washim Ali ; Shaheer Ali (h), également connu sous le nom de Shir Ali ; Abdu Allah Sattar (h), également connu sous le nom d'Abdullah Sattar"
2002-04-21,Africa,/en/documents/afr62/005/2002/en/,"Democratic Republic of Congo: Detention without           charge/prisoner of conscience, N'sii Luanda Shandwe (m),  human rights defender."
2002-04-21,China,/en/documents/asa31/033/2002/es/,Nepal: Fear of forcible return
2002-04-21,United States of America,/en/documents/amr51/062/2002/en/,USA (Tennessee) : Further information on death penalty / Legal concern
2002-04-21,China,/en/documents/asa31/033/2002/en/,Nepal: Fear of forcible return
2002-04-21,Africa,/en/documents/afr38/002/2002/fr/,"MAURITANIE : Mohammed Baba Ould Said (h) ; Bechir Ould El Hassen (h), homme d'affaires ; Mohammed Fall Oumere (h), directeur du journal La Tribune"
2002-04-18,Ethiopia,/en/documents/afr25/014/2002/fr/,"ÉTHIOPIE : des centaines d'élèves de l'enseignement secondaire arrêtés dans la région d'Oromia ; Nouveaux noms : Bekele Jirata (h), vice-président de l'Association Macha Tulama ; Gemeda Dinagde (h) et Dereje Sibu (h), médecins à Nekemte ; Wakjira"
2002-04-18,Middle East and North Africa,/en/documents/mde24/011/2002/fr/,"SYRIE : Aref Dalilah (h), économiste, âgé d'une soixantaine d'années ; Riad Seif (h), député, 54 ans ; Hassan Sadun (h), enseignant à la retraite ; Walid al Bunni (h), médecin, 38 ans ; Kamal al Labwani (h), médecin, 44 ans ; Habib Saleh (h), hom"
2002-04-18,Middle East and North Africa,/en/documents/mde17/002/2002/es/,Kuwait.  Temor de tortura
2002-04-18,Uzbekistan,/en/documents/eur62/007/2002/fr/,"OUZBÉKISTAN : Valeri Agabekov (h), 26 ans ; Andreï Annenkov (h), 28 ans"
2002-04-18,Americas,/en/documents/amr34/027/2002/fr/,"GUATÉMALA : César Posadas (h) ; Edgar López (h) ; Mario Castro (h) ; les autres employés de la Tipografía Nacional (imprimerie nationale) ; Conchita Mazariegos (f), avocate ; Alfonso Novales (h), avocat ; Anabella de León (f), députée ; Magda Arce"
2002-04-18,Uzbekistan,/en/documents/eur62/007/2002/es/,"Temor de ejecución inminente, y tortura y malos tratos"
2002-04-18,Ethiopia,/en/documents/afr25/014/2002/en/,Ethiopia:  Further information on fear of torture / Excessive use of force by security forces
2002-04-18,Uzbekistan,/en/documents/eur62/007/2002/en/,Uzbekistan: Fear of imminent execution/Torture and ill-treatment.
2002-04-18,Americas,/en/documents/amr34/027/2002/en/,Guatemala: Possible extrajudicial execution/ Fear for safety
2002-04-18,Americas,/en/documents/amr34/027/2002/es/,Guatemala.  Posible ejecución extrajudicial y temor por la seguridad
2002-04-18,Ethiopia,/en/documents/afr25/014/2002/es/,"Etiopía.  Temor de tortura, uso excesivo de la fuerza por las fuerzas de seguridad, y nuevo motivo de preocupación: detención en régimen de incomunicación"
2002-04-18,Middle East and North Africa,/en/documents/mde17/002/2002/fr/,"KOWEÏT : Tiodi Magliar Tomaro (h), ressortissant philippin ; Mary-Jane Vitios (f), ressortissante philippine, 26 ans ; Nooriza Talib Ashak (f), ressortissante philippine, 34 ans ; Loridos Seri Esper (f), ressortissante philippine, 41 ans ; Rosalie Teesor"
2002-04-18,Middle East and North Africa,/en/documents/mde24/011/2002/en/,Syria: Further information on  prisoner of conscience
2002-04-18,Middle East and North Africa,/en/documents/mde24/011/2002/es/,"Preso de conciencia, juicio injusto y nuevo motivo de preocupación: mala salud"
2002-04-18,Middle East and North Africa,/en/documents/mde17/002/2002/en/,Kuwait: Further information on fear of torture
2002-04-17,Rwanda,/en/documents/afr59/003/2002/en/,Uganda/Rwanda: Further information on Fear of torture or ill-treatment/Fear of refoulement
2002-04-17,Rwanda,/en/documents/afr59/003/2002/es/,UGANDA Y RUANDA. Temor de tortura o malos tratos y temor de devolución
2002-04-17,Americas,/en/documents/amr46/004/2002/en/,Peru:  Fear for safety/Death Threats
2002-04-17,Americas,/en/documents/amr46/004/2002/es/,PERÚ. Temor por la seguridad y amenazas de muerte.Margarita Patiño Rey Sánchez
2002-04-17,Nepal,/en/documents/asa31/032/2002/es/,"NEPAL.«Desaparición» y temor por la seguridad.Arjun Lamichhane, de 32 años, empresario"
2002-04-17,Nepal,/en/documents/asa31/032/2002/en/,Nepal:'Disappearance'/Fear for safety
2002-04-17,Nepal,/en/documents/asa31/032/2002/fr/,"NÉPAL : Arjun Lamichhane, 32 ans, homme daffaires"
2002-04-17,Rwanda,/en/documents/afr59/003/2002/fr/,"OUGANDA / RWANDA : Yvan Kayitana Rukesha (h), ancien officier de l'Armée patriotique rwandaise (APR) ; Adolphe Dusabe (h), ancien membre de la police rwandaise ; Robert Boyoma Sendanyoye (h), civil rwandais ; Nouvelles personnes menacées : cinq anciens"
2002-04-17,Americas,/en/documents/amr46/004/2002/fr/,PÉROU : Margarita Patiño Rey Sánchez (f)
2002-04-17,Egypt,/en/documents/mde12/014/2002/es/,EGIPTO.Riesgo de tortura y malos tratos y nuevo motivo de preocupación: presos de conciencia. Cinco hombres detenidos por su orientación sexual real o aparente
2002-04-17,Egypt,/en/documents/mde12/014/2002/fr/,ÉGYPTE  : cinq hommes arrêtés pour leur orientation sexuelle avérée ou présumée
2002-04-17,Egypt,/en/documents/mde12/014/2002/en/,Egypt: Further information  - Risk of  torture/ill-treatment on Prisoners of conscience
2002-04-16,Middle East and North Africa,/en/documents/mde15/054/2002/fr/,ISRAËL ET TERRITOIRES OCCUPÉS : les Palestiniens du camp de réfugiés de Jénine
2002-04-16,Middle East and North Africa,/en/documents/mde15/054/2002/es/,Temor por la seguridad y nuevo motivo de preocupación: obstáculos a la ayuda humanitaria
2002-04-16,Middle East and North Africa,/en/documents/mde15/054/2002/en/,Israel/OT:  Further information on Fear for Safety Palestinians in Jenin Refugee Camp
2002-04-15,Americas,/en/documents/amr34/026/2002/es/,"GUATEMALA. Temor por la seguridad. David Herrera, periodista-"
2002-04-15,United States of America,/en/documents/amr51/060/2002/es/,Pena de muerte y preocupación jurídica
2002-04-15,Americas,/en/documents/amr34/026/2002/en/,"Guatemala: Fear for safety: David Herrera (m), journalist"
2002-04-15,Americas,/en/documents/amr34/026/2002/fr/,"GUATÉMALA : David Herrera (h), journaliste"
2002-04-15,United States of America,/en/documents/amr51/060/2002/en/,"USA (South Carolina): Death penalty / Legal concern, Richard Charles Johnson"
2002-04-15,United States of America,/en/documents/amr51/060/2002/fr/,"ÉTATS-UNIS (CAROLINE DU SUD) : Richard Charles Johnson (h), 39 ans, blanc"
2002-04-14,Turkey,/en/documents/eur25/010/2002/es/,"Grecia. Temor por la seguridad, temor de devolución forzada y temor de tortura o malos tratos"
2002-04-14,Turkey,/en/documents/eur25/010/2002/en/,Greece: Fear for Safety/ Fear of forcible return /Fear of Torture or ill-treatment
2002-04-14,Africa,/en/documents/afr38/001/2002/es/,Mauritania. Detención en régimen de incomunicación y temor de malos tratos
2002-04-14,Africa,/en/documents/afr38/001/2002/fr/,"MAURITANIE : Mohammed Baba Ould Said (h) ; Bechir Ould El Hassen (h), homme d'affaires ; Mohammed Fall Oumere (h), directeur du journal La Tribune"
2002-04-14,Africa,/en/documents/afr38/001/2002/en/,Mauritania:Incommunicado detention / fear of ill-treatment
2002-04-14,Turkey,/en/documents/eur25/010/2002/fr/,GRÈCE : Ömer Berber (h) ; Mehmet Genç (h)
2002-04-14,Africa,/en/documents/afr38/001/2002/ar/,?????????: ?????? ????? ?? ?????? ???????/??? ?? ????? ??????
2002-04-11,Americas,/en/documents/amr38/013/2002/es/,JAMAICA.Temor por la seguridad y temor de tortura
2002-04-11,Americas,/en/documents/amr34/024/2002/fr/,GUATÉMALA : syndicalistes : Macario Mejía González (h) ; Miguel Ángel Gómez (h)
2002-04-11,United States of America,/en/documents/amr51/058/2002/es/,EE.UU. Pena de muerte y preocupación jurídica.
2002-04-11,United States of America,/en/documents/amr51/058/2002/fr/,"ÉTATS-UNIS (MISSOURI) : Christopher Simmons (h), blanc, 25 ans"
2002-04-11,Americas,/en/documents/amr38/013/2002/en/,Jamiaca: Fear for safety/ Fear of torture
2002-04-11,Americas,/en/documents/amr38/013/2002/fr/,"JAMAÏQUE : Kaydeen Brown (f), 19 ans ; Ian Mundel (h) ; Jermaine Wilson (h) ; Copper (h) ; les autres habitants du quartier de Duhaney Park, à Kingston ; Personne tuée : Michael Scarlett (h)"
2002-04-11,Americas,/en/documents/amr34/024/2002/es/,"GUATEMALA.Amenazas de muerte y temor por la seguridad. Macario Mejía González Miguel Ángel Gómez, ambos sindicalistas"
2002-04-11,Taiwan,/en/documents/asa38/001/2002/en/,Taiwan: Death penalty/Legal Concern/ Fear of imminent execution
2002-04-11,Taiwan,/en/documents/asa38/001/2002/es/,"Pena de muerte, preocupación jurídica y temor de ejecución inminente"
2002-04-11,Taiwan,/en/documents/asa38/001/2002/fr/,TAIWAN : Hsu Tzu-chiang (h)
2002-04-11,Americas,/en/documents/amr34/024/2002/en/,Guatemala: Death threats/fear for safety
2002-04-11,United States of America,/en/documents/amr51/058/2002/en/,USA  (Missouri): Death penalty/Legal concern
2002-04-10,Americas,/en/documents/amr43/001/2002/fr/,"NICARAGUA : María Luisa Acosta (f), avocate ; Personne tuée : Francisco José García Valle (h), 44 ans"
2002-04-10,Americas,/en/documents/amr23/039/2002/en/,Colombia: Fear for safety/abduction
2002-04-10,Americas,/en/documents/amr23/039/2002/fr/,"COLOMBIE : Arturo Vásquez Galeano, dirigeant associatif et syndicaliste ; Responsables syndicaux tués : Diofanol Sierra Vargas ; Oscar Alfonso Jurado ; Alfredo Zapata Herrera"
2002-04-10,Middle East and North Africa,/en/documents/mde23/005/2002/es/,"Arabia Saudí. Temor de tortura, pena de muerte y nuevo motivo de preocupación: flagelación inminente"
2002-04-10,Middle East and North Africa,/en/documents/mde23/005/2002/en/,"Saudi Arabia: Further information on  Fear of torture/death penalty,    Gary Dixon, British national."
2002-04-10,Mexico,/en/documents/amr41/018/2002/en/,Mexico: Further information on fear for safety / Intimidation
2002-04-10,Americas,/en/documents/amr23/039/2002/es/,COLOMBIA. Temor por la seguridad y secuestro
2002-04-10,Americas,/en/documents/amr43/001/2002/en/,Nicaragua: Fear for safety/Death Threats
2002-04-10,Americas,/en/documents/amr43/001/2002/es/,NICARAGUA. Temor por la seguridad y amenazas de muerte
2002-04-10,Middle East and North Africa,/en/documents/mde23/005/2002/fr/,"ARABIE SAOUDITE : Gary Dixon, sujet britannique, 56 ans"
2002-04-09,China,/en/documents/asa17/020/2002/es/,REPÚBLICA POPULAR DE CHINA.Temor por la seguridad y temor de tortura o malos tratos
2002-04-09,China,/en/documents/asa17/020/2002/fr/,CHINE : des membres du mouvement Fa Lun Gong dans la ville de Changchun ; Nouveaux noms : Liang Zhenxing (h) ; Liu Chengjun (h) ; Zhou Runjun (f) ; Lei Ming (h) ; Zhao Jian (h) ; Yun Qinglin (h) ; Li Yanmei (f) CRAINTES POUR LA SÉCURITÉ / CRAINTES DE TO
2002-04-09,Middle East and North Africa,/en/documents/mde21/006/2002/es/,AUTORIDAD PALESTINA. Pena de muerte
2002-04-09,Middle East and North Africa,/en/documents/mde21/006/2002/ar/,?????? ??????????: ????? ???????
2002-04-09,Nepal,/en/documents/asa31/031/2002/fr/,"NÉPAL : Bijay Raj Acharya (h), éditeur"
2002-04-09,Middle East and North Africa,/en/documents/mde21/006/2002/fr/,"AUTORITÉ PALESTINIENNE : Muhammad Thabet Khalil al Rai (h), 47 ans ; Sami Khadr Ismail Hajji (h), 40 ans ; Mahmud Muhammad Abd al Salam al Sharif (h), 52 ans ; Suhayl Shihdah Zaqqut (h), 33 ans ; Husam Zuhdi Muhammad al Hissi (h), 22 ans"
2002-04-09,Nepal,/en/documents/asa31/031/2002/en/,"Nepal: Further information on Fear of torture or ill-treatment Bijay Raj Acharya (m), Publisher"
2002-04-09,Nepal,/en/documents/asa31/031/2002/es/,Nepal.  Temor de tortura o malos tratos
2002-04-09,China,/en/documents/asa17/020/2002/en/,"People's Republic of China: Further information on Fear for safety/Fear of torture or ill-treatment, Falun Gong practitioners in     Changchun City"
2002-04-09,Middle East and North Africa,/en/documents/mde21/006/2002/en/,Palestinian Authority: Death Penalty
2002-04-08,Nepal,/en/documents/asa31/029/2002/es/,Nepal. Tortura y temor por la seguridad.
2002-04-08,Nepal,/en/documents/asa31/029/2002/fr/,"NÉPAL : Saligram Sapkota (h), avocat"
2002-04-08,Nepal,/en/documents/asa31/029/2002/en/,Nepal: Further information on Torture/fear for safety  - Saligram Sapkota
2002-04-07,Eritrea,/en/documents/afr64/002/2002/en/,Eritrea: Fear for safety
2002-04-07,Eritrea,/en/documents/afr64/002/2002/es/,ERITREA.Temor por la seguridad
2002-04-07,Eritrea,/en/documents/afr64/002/2002/fr/,"ÉRYTHRÉE : Yosef Mohamed Ali (h), rédacteur en chef de Tsigenay ; Amanuel Asrat (h), rédacteur en chef de Zemen ; Seyoum Tsehaye (h), photographe éditeur indépendant, ancien directeur de la télévision publique érythréenne ; Temesgen Gebreyesus ("
2002-04-07,Middle East and North Africa,/en/documents/mde15/038/2002/en/,Israel/OT:  Fear for Safety Palestinians in Jenin Refugee Camp
2002-04-07,Middle East and North Africa,/en/documents/mde15/038/2002/es/,Israel.  Temor por la seguridad
2002-04-07,Nepal,/en/documents/asa31/028/2002/fr/,"NÉPAL : Ramnath Mainali (h), avocat"
2002-04-07,Americas,/en/documents/amr23/037/2002/es/,Colombia.  Temor por la seguridad
2002-04-07,Americas,/en/documents/amr23/037/2002/fr/,COLOMBIE : Maritze Trigos (f) ; Danilo Rueda (h) ; Clemencia Correa (f) ; les autres membres de la Comisión Intercongregacional de Justicia y Paz (Commission Justice et paix)
2002-04-07,Middle East and North Africa,/en/documents/mde15/038/2002/fr/,ISRAËL ET TERRITOIRES OCCUPÉS : les Palestiniens du camp de réfugiés de Jénine
2002-04-07,Americas,/en/documents/amr23/058/2002/en/,Colombia: Further information on Fear for Safety
2002-04-07,Americas,/en/documents/amr23/037/2002/en/,Colombia: Fear for Safety
2002-04-07,Americas,/en/documents/amr23/058/2002/es/,Colombia:  Temor por la seguridad
2002-04-07,Nepal,/en/documents/asa31/028/2002/es/,NEPAL. Temor de tortura y temor por la seguridad
2002-04-07,Nepal,/en/documents/asa31/028/2002/en/,"Nepal: Further information on Fear of torture/fear for safety, Ramnath Mainali,  lawyer"
2002-04-07,Americas,/en/documents/amr23/058/2002/fr/,COLOMBIE : Maritze Trigos (f) ; Danilo Rueda (h) ; Clemencia Correa (f) ; les autres membres de la Comisión Intercongregacional de Justicia y Paz (Commission Justice et paix)
2002-04-04,Cambodia,/en/documents/amr51/056/2002/fr/,"ÉTATS-UNIS (COLORADO) : Samnang Prim (h), ancien enfant réfugié, dont on ignore l'âge exact"
2002-04-04,Middle East and North Africa,/en/documents/mde15/034/2002/en/,Israel/OT: Fear For Safety/Torture/Ill-treatment
2002-04-04,Russian Federation,/en/documents/eur46/014/2002/es/,"FEDERACIÓN RUSA/REPÚBLICA CHECHENA.Tortura y malos tratos, desaparición forzada y detención arbitraria"
2002-04-04,Americas,/en/documents/amr23/036/2002/fr/,"COLOMBIE : les membres de la Corporación SEMBRAR, organisation non gouvernementale colombienne de défense des droits humains, notamment Ludivia Giraldo (f) et Diana Herrera (f) ; Nouvelle personne menacée : Alexander Herrera"
2002-04-04,Mexico,/en/documents/amr41/015/2002/es/,"MÉXICO. Temor por la seguridad, amenazas de muerte y tortura"
2002-04-04,Mexico,/en/documents/amr41/015/2002/fr/,Mexico: Craintes pour la seurite / Menaces de mort / torture
2002-04-04,Russian Federation,/en/documents/eur46/014/2002/en/,Russian Federation: Further information on Torture/ill-treatment /'              disappearance' / arbitrary detention.
2002-04-04,Americas,/en/documents/amr23/036/2002/en/,"Colombia: Further information : Fear for Safety/Extrajudicial Execution, Members of  the human rights organization Sembrar"
2002-04-04,Cambodia,/en/documents/amr51/056/2002/es/,EE.UU.  Pena de muerte y preocupación jurídica
2002-04-04,China,/en/documents/asa17/019/2002/es/,REPÚBLICA POPULAR DE CHINA. Temor de tortura y detención arbitraria
2002-04-04,Middle East and North Africa,/en/documents/mde15/034/2002/fr/,ISRAËL et  TERRITOIRES OCCUPÉS: Plus de 1000 Palestiniens détenus dans des camps militaires et d'autres centres
2002-04-04,Cambodia,/en/documents/amr51/056/2002/en/,USA [Colorado]:Further information on Death penalty / Legal concern
2002-04-04,China,/en/documents/asa17/019/2002/en/,China: Fear of Torture/Arbitrary Arrest
2002-04-04,Middle East and North Africa,/en/documents/mde15/034/2002/es/,"ISRAEL Y LOS TERRITORIOS OCUPADOS.Temor por la seguridad, tortura y malos tratos"
2002-04-04,Mexico,/en/documents/amr41/015/2002/en/,Mexico: Fear for safety / Death threats / Torture
2002-04-04,Russian Federation,/en/documents/eur46/014/2002/fr/,"RUSSIE (TCHÉTCHÉNIE) : Shaïkh-Akhmed Magomadov (h), 25 ans ; Akhmed Ezerpachaïevitch Baïssoultanov (h), 39 ans ; Khanpach Ezerpachaïevitch Baïssoultanov (h), 33 ans ; Souleïmane Ezerpachaïevitch Baïssoultanov (h), 28 ans ; Salamou Maziev (h), 41"
2002-04-04,Americas,/en/documents/amr23/036/2002/es/,COLOMBIA. Temor por la seguridad
2002-04-04,China,/en/documents/asa17/019/2002/fr/,"CHINE : représentants de travailleurs : Yao Fuxin (h), 54 ans ; Xiao Yunliang (h), 57 ans ; Pang Qingxiang (h), 58 ans ; Wang Zhaoming (h), 39 ans"
2002-04-03,Algeria,/en/documents/mde28/008/2002/en/,Algeria: Possible 'disappearance'/Incommunicado Detention/Fear of torture or ill-treatment
2002-04-03,Middle East and North Africa,/en/documents/mde24/010/2002/es/,Preso de conciencia y nueva preocupación: juicio injusto
2002-04-03,Middle East and North Africa,/en/documents/mde24/010/2002/en/,Syria  Further information on - Prisoner of conscience
2002-04-03,Algeria,/en/documents/mde28/008/2002/fr/,"ALGÉRIE : Abdelkrim Khider (h), 34 ans ; Fateh Ladada (h), 30 ans"
2002-04-03,Algeria,/en/documents/mde28/008/2002/es/,"Posible «desaparición», detención en régimen de incomunicación y temor de tortura o malos tratos"
